pk,symbol,name,sector,industry
7321,THAC,Thrive Acquisition Corporation,,
7322,THACU,Thrive Acquisition Corporation,,
7323,THACW,Thrive Acquisition Corporation,,
7324,THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management
7325,THCA,Tuscan Holdings Corp,,
7326,THCAW,Tuscan Holdings Corp,,
7327,THCP,Thunder Bridge Capital Partners IV Inc,,
7328,THCPW,Thunder Bridge Capital Partners IV Inc,,
7329,THFF,First Financial Corporation,Finance,Major Banks
7330,THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers
7331,THM,International Tower Hill Mines Ltd,,
7332,THMO,ThermoGenesis Holdings Inc,Capital Goods,Medical Specialities
7333,THO,Thor Industries Inc,Consumer Non-Durables,Homebuilding
7334,THQ,Tekla Healthcare Opportunies Fd,Finance,Finance Companies
7335,THR,Thermon Group Holdings Inc,Consumer Durables,Electrical Products
7336,THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.
7337,THRN,Thorne Healthtech Inc,Consumer Non-Durables,Farming/Seeds/Milling
7338,THRX,Theseus Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7339,THRY,Thryv Holdings Inc,Capital Goods,Industrial Machinery/Components
7340,THS,Treehouse Foods Inc,Consumer Non-Durables,Packaged Foods
7341,THTX,Theratechnologies Inc,,
7342,THW,Tekla World Healthcare Fd,Finance,Finance Companies
7343,THWWW,Target Hospitality Corp,Energy,Oil & Gas Production
7344,TIG,Trean Insurance Group Inc,,
7345,TIGO,Millicom International Cellular S,Public Utilities,Telecommunications Equipment
7346,TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,Finance,Investment Bankers/Brokers/Service
7347,TIL,Instil Bio Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7348,TILE,Interface Inc,,
7349,TIMB,TIM S,Public Utilities,Telecommunications Equipment
7350,TINV,Tiga Acquisition Corp,Finance,Business Services
7351,TIOA,Tio Tech A Class A Ordinary Share,Finance,Business Services
7352,TIOAU,Tio Tech A Units,Finance,Business Services
7353,TIPT,Tiptree Inc,Finance,Accident &Health Insurance
7354,TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,Finance,Specialty Insurers
7355,TISI,Team Inc,,
7356,TITN,Titan Machinery Inc,,
7357,TIVC,Tivic Health Systems Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
7358,TIXT,TELUS International (Cda) Inc,,
7359,TJX,TJX Companies Inc,Consumer Services,Department/Specialty Retail Stores
7360,TK,Teekay Corporation,Transportation,Marine Transportation
7361,TKAT,Takung Art Co,Consumer Services,Catalog/Specialty Distribution
7362,TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment
7363,TKLF,Yoshitsu Co,,
7364,TKNO,Alpha Teknova Inc,Consumer Durables,Specialty Chemicals
7365,TKR,Timken Company (The),Capital Goods,Metal Fabrications
7366,TLGA,TLG Acquisition One Corp,,
7367,TLGY,TLGY Acquisition Corporation,,
7368,TLGYU,TLGY Acquisition Corporation,,
7369,TLGYW,TLGY Acquisition Corporation,,
7370,TLIS,Talis Biomedical Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
7371,TLK,PT Telekomunikasi Indonesia Tbk,Public Utilities,Telecommunications Equipment
7372,TLMD,SOC Telemed Inc,Health Care,Managed Health Care
7373,TLMDW,SOC Telemed Inc,Health Care,Managed Health Care
7374,TLRY,Tilray Brands Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7375,TLS,Telos Corporation,Technology,EDP Services
7376,TLSA,Tiziana Life Sciences Ltd,Health Care,Biotechnology: Pharmaceutical Preparations
7377,TLYS,Tilly's Inc,,
7378,TM,Toyota Motor Corporation,Capital Goods,Auto Manufacturing
7379,TMAC,The Music Acquisition Corporation,,
7380,TMBR,Timber Pharmaceuticals Inc,Consumer Durables,Specialty Chemicals
7381,TMC,TMC the metals company Inc,,
7382,TMCI,Treace Medical Concepts Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
7383,TMCWW,TMC the metals company Inc,,
7384,TMDI,Titan Medical Inc,,
7385,TMDX,TransMedics Group Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
7386,TME,Tencent Music Entertainment Group,Consumer Services,Broadcasting
7387,TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding
7388,TMKR,Tastemaker Acquisition Corp,,
7389,TMKRU,Tastemaker Acquisition Corp,,
7390,TMKRW,Tastemaker Acquisition Corp,,
7391,TMO,Thermo Fisher Scientific Inc,Capital Goods,Biotechnology: Laboratory Analytical Instruments
7392,TMP,Tompkins Financial Corporation,Finance,Major Banks
7393,TMPM,Turmeric Acquisition Corp,Finance,Business Services
7394,TMPMU,Turmeric Acquisition Corp,Finance,Business Services
7395,TMQ,Trilogy Metals Inc,,
7396,TMST,TimkenSteel Corporation,Basic Industries,Steel/Iron Ore
7397,TMUS,T-Mobile US Inc,Public Utilities,Telecommunications Equipment
7398,TMX,Terminix Global Holdings Inc,Miscellaneous,Other Consumer Services
7399,TNC,Tennant Company,Capital Goods,Industrial Machinery/Components
7400,TNDM,Tandem Diabetes Care Inc,Health Care,Medical/Dental Instruments
7401,TNET,TriNet Group Inc,Technology,Diversified Commercial Services
7402,TNGX,Tango Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7403,TNK,Teekay Tankers Ltd,Transportation,Marine Transportation
7404,TNL,Travel   Leisure Co,Transportation,Other Consumer Services
7405,TNP,Tsakos Energy Navigation Ltd Common Shares,Transportation,Marine Transportation
7406,TNP^D,Tsakos Energy Navigation Ltd 8,,
7407,TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1,,
7459,TRNO,Terreno Realty Corporation,Consumer Services,Real Estate Investment Trusts
7408,TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1,,
7409,TNXP,Tonix Pharmaceuticals Holding Corp,Health Care,Biotechnology: Pharmaceutical Preparations
7410,TNYA,Tenaya Therapeutics Inc,Consumer Durables,Specialty Chemicals
7411,TOAC,Talon 1 Acquisition Corp,,
7412,TOACU,Talon 1 Acquisition Corp,,
7413,TOI,The Oncology Institute Inc,Health Care,Medical Specialities
7414,TOL,Toll Brothers Inc,Capital Goods,Homebuilding
7415,TOMZ,TOMI Environmental Solutions Inc,,
7416,TOPS,TOP Ships Inc,Transportation,Marine Transportation
7417,TOST,Toast Inc,Technology,EDP Services
7418,TOUR,Tuniu Corporation,,
7419,TOWN,TowneBank,Finance,Major Banks
7420,TPB,Turning Point Brands Inc,Consumer Non-Durables,Tobacco
7421,TPBA,TPB Acquisition Corporation,,
7422,TPBAU,TPB Acquisition Corporation,,
7423,TPC,Tutor Perini Corporation,Capital Goods,Engineering & Construction
7424,TPG,TPG Inc,Finance,Trusts Except Educational Religious and Charitable
7425,TPGY,TPG Pace Beneficial Finance Corp,Finance,Business Services
7426,TPH,Tri Pointe Homes Inc,Capital Goods,Homebuilding
7427,TPHS,Trinity Place Holdings Inc,Consumer Services,Real Estate
7428,TPIC,TPI Composites Inc,Technology,Industrial Machinery/Components
7429,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Production
7430,TPR,Tapestry Inc,Consumer Non-Durables,Apparel
7431,TPST,Tempest Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7432,TPTA,Terra Property Trust Inc,,
7433,TPTX,Turning Point Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7434,TPVG,TriplePoint Venture Growth BDC Corp,Finance,Trusts Except Educational Religious and Charitable
7435,TPX,Tempur Sealy International Inc,Consumer Durables,Home Furnishings
7436,TPZ,Tortoise Power and Energy Infrastructure Fd,Finance,Investment Managers
7437,TR,Tootsie Roll Industries Inc,Consumer Non-Durables,Specialty Foods
7438,TRAQ,Trine II Acquisition Corp,,
7439,TRC,Tejon Ranch Co,Finance,Major Banks
7440,TRCA,Twin Ridge Capital Acquisition Corp,,
7441,TRDA,Entrada Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7442,TREC,Trecora Resources,,
7443,TREE,LendingTree Inc,Finance,Finance/Investors Services
7444,TREX,Trex Company Inc,,
7445,TRGP,Targa Resources Inc,Public Utilities,Natural Gas Distribution
7446,TRHC,Tabula Rasa HealthCare Inc,Health Care,Medical/Nursing Services
7447,TRI,Thomson Reuters Corp Ordinary Shares,,
7448,TRIB,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
7449,TRIN,Trinity Capital Inc,Finance,Finance/Investors Services
7450,TRIP,TripAdvisor Inc,,
7451,TRIS,Tristar Acquisition I Corp,,
7452,TRKA,Troika Media Group Inc,Technology,Advertising
7453,TRKAW,Troika Media Group Inc,Technology,Advertising
7454,TRMB,Trimble Inc,Capital Goods,Industrial Machinery/Components
7455,TRMD,TORM plc Class A,Consumer Services,Marine Transportation
7456,TRMK,Trustmark Corporation,Finance,Major Banks
7457,TRMR,Tremor International Ltd,,
7458,TRN,Trinity Industries Inc,Capital Goods,Railroads
7460,TRNS,Transcat Inc,Technology,Industrial Machinery/Components
7461,TRON,Corner Growth Acquisition Corp,Finance,Business Services
7462,TRONU,Corner Growth Acquisition Corp,,
7463,TROO,TROOPS Inc,Technology,Radio And Television Broadcasting And Communications Equipment
7464,TROW,T,Finance,Investment Managers
7465,TROX,Tronox Holdings plc Ordinary Shares (UK),Basic Industries,Major Chemicals
7466,TRP,TC Energy Corporation,,
7467,TRQ,Turquoise Hill Resources Ltd,,
7468,TRS,TriMas Corporation,Technology,Industrial Machinery/Components
7469,TRST,TrustCo Bank Corp NY,Finance,Major Banks
7470,TRT,Trio-Tech International,Technology,Industrial Machinery/Components
7471,TRTL,TortoiseEcofin Acquisition Corp,,
7472,TRTN,Triton International Limited Common Shares,Technology,Diversified Commercial Services
7473,TRTN^A,Triton International Limited 8,,
7474,TRTN^B,Triton International Limited 8,,
7475,TRTN^C,Triton International Limited 7,,
7476,TRTN^D,Triton International Limited 6,,
7477,TRTN^E,Triton International Limited 5,,
7478,TRTX,TPG RE Finance Trust Inc,Consumer Services,Real Estate Investment Trusts
7479,TRTX^C,TPG RE Finance Trust Inc,,
7480,TRU,TransUnion,Technology,Advertising
7481,TRUE,TrueCar Inc,,
7482,TRUP,Trupanion Inc,Health Care,Medical Specialities
7483,TRV,The Travelers Companies Inc,Finance,Property-Casualty Insurers
7484,TRVG,trivago N,Technology,EDP Services
7485,TRVI,Trevi Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7486,TRVN,Trevena Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7487,TRX,Tanzanian Gold Corporation,,
7488,TS,Tenaris S,Basic Industries,Steel/Iron Ore
7489,TSAT,Telesat Corporation,Basic Industries,Metal Fabrications
7490,TSBK,Timberland Bancorp Inc,Finance,Banks
7491,TSC,TriState Capital Holdings Inc,Finance,Major Banks
7492,TSCAP,TriState Capital Holdings Inc,Finance,Major Banks
7493,TSCBP,TriState Capital Holdings Inc,Finance,Major Banks
7494,TSCO,Tractor Supply Company,Consumer Services,Other Specialty Stores
7495,TSE,Trinseo PLC Ordinary Shares,Basic Industries,Major Chemicals
7496,TSEM,Tower Semiconductor Ltd,Technology,Semiconductors
7497,TSHA,Taysha Gene Therapies Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7498,TSI,TCW Strategic Income Fund Inc,Finance,Investment Managers
7499,TSIB,Tishman Speyer Innovation Corp,,
7500,TSIBU,Tishman Speyer Innovation Corp,,
7501,TSIBW,Tishman Speyer Innovation Corp,,
7502,TSLA,Tesla Inc,Capital Goods,Auto Manufacturing
7503,TSLX,Sixth Street Specialty Lending Inc,Finance,Investment Managers
7504,TSM,Taiwan Semiconductor Manufacturing Company Ltd,Technology,Semiconductors
7505,TSN,Tyson Foods Inc,Consumer Non-Durables,Meat/Poultry/Fish
7506,TSP,TuSimple Holdings Inc,Capital Goods,Construction/Ag Equipment/Trucks
7507,TSPQ,TCW Special Purpose Acquisition Corp,,
7508,TSQ,Townsquare Media Inc,Technology,Advertising
7509,TSRI,TSR Inc,Technology,EDP Services
7510,TSVT,2seventy bio Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7511,TT,Trane Technologies plc,Capital Goods,Industrial Machinery/Components
7512,TTC,Toro Company (The),Capital Goods,Tools/Hardware
7513,TTCF,Tattooed Chef Inc Class A,Consumer Non-Durables,Farming/Seeds/Milling
7514,TTD,The Trade Desk Inc,Technology,EDP Services
7515,TTE,TotalEnergies SE,Energy,Oil & Gas Production
7516,TTEC,TTEC Holdings Inc,Technology,Retail: Computer Software & Peripheral Equipment
7517,TTEK,Tetra Tech Inc,Consumer Services,Military/Government/Technical
7518,TTGT,TechTarget Inc,,
7519,TTI,Tetra Technologies Inc,Energy,Oil & Gas Production
7520,TTM,Tata Motors Ltd Tata Motors Limited,Capital Goods,Auto Manufacturing
7521,TTMI,TTM Technologies Inc,Technology,Electrical Products
7522,TTNP,Titan Pharmaceuticals Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
7523,TTOO,T2 Biosystems Inc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
7524,TTP,Tortoise Pipeline & Energy Fund Inc,Finance,Trusts Except Educational Religious and Charitable
7525,TTSH,Tile Shop Holdings Inc,Consumer Services,Other Specialty Stores
7526,TTWO,Take-Two Interactive Software Inc,Technology,Computer Software: Prepackaged Software
7527,TU,Telus Corporation,,
7528,TUEM,Tuesday Morning Corp,Miscellaneous,Diversified Commercial Services
7529,TUFN,Tufin Software Technologies Ltd,Technology,EDP Services
7530,TUGC,TradeUP Global Corporation,Finance,Business Services
7531,TUGCU,TradeUP Global Corporation,Finance,Business Services
7532,TUGCW,TradeUP Global Corporation,Finance,Business Services
7533,TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products
7534,TURN,180 Degree Capital Corp,Finance,Finance/Investors Services
7535,TUSK,Mammoth Energy Services Inc,,
7536,TUYA,Tuya Inc,Technology,Computer Software: Prepackaged Software
7537,TV,Grupo Televisa S,Consumer Services,Broadcasting
7538,TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
7539,TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
7540,TVTX,Travere Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7541,TVTY,Tivity Health Inc,Health Care,Medical Specialities
7542,TW,Tradeweb Markets Inc,Finance,Investment Bankers/Brokers/Service
7543,TWCB,Bilander Acquisition Corp,,
7544,TWCBU,Bilander Acquisition Corp,,
7545,TWCBW,Bilander Acquisition Corp,,
7546,TWI,Titan International Inc,Capital Goods,Industrial Machinery/Components
7547,TWIN,Twin Disc Incorporated,Capital Goods,Industrial Machinery/Components
7548,TWKS,Thoughtworks Holding Inc,Technology,EDP Services
7549,TWLO,Twilio Inc,Capital Goods,Industrial Machinery/Components
7550,TWLV,Twelve Seas Investment Company II Class A,,
7551,TWLVU,Twelve Seas Investment Company II Unit,,
7552,TWLVW,Twelve Seas Investment Company II Warrant,,
7553,TWN,Taiwan Fund Inc,Finance,Trusts Except Educational Religious and Charitable
7554,TWND,Tailwind Acquisition Corp,,
7555,TWNI,Tailwind International Acquisition Corp,Finance,Business Services
7556,TWNK,Hostess Brands Inc,Consumer Non-Durables,Specialty Foods
7557,TWNT,Tailwind Two Acquisition Corp,,
7558,TWO,Two Harbors Investment Corp,Consumer Services,Real Estate Investment Trusts
7559,TWO^A,Two Harbors Investments Corp 8,,
7560,TWO^B,Two Harbors Investments Corp 7,,
7561,TWO^C,Two Harbors Investments Corp 7,,
7562,TWOA,two Class A Ordinary Shares,Consumer Services,Real Estate Investment Trusts
7563,TWOU,2U Inc,Miscellaneous,Service to the Health Industry
7564,TWST,Twist Bioscience Corporation,Health Care,Managed Health Care
7565,TWTR,Twitter Inc,Technology,EDP Services
7566,TX,Ternium S,Basic Industries,Steel/Iron Ore
7567,TXG,10x Genomics Inc,Health Care,Managed Health Care
7568,TXMD,TherapeuticsMD Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7569,TXN,Texas Instruments Incorporated,Technology,Semiconductors
7570,TXRH,Texas Roadhouse Inc,Consumer Services,Restaurants
7571,TXT,Textron Inc,Capital Goods,Aerospace
7572,TY,Tri Continental Corporation,Finance,Finance Companies
7573,TY^,Tri Continental Corporation,,
7574,TYG,Tortoise Energy Infrastructure Corporation,Finance,Investment Managers
7575,TYL,Tyler Technologies Inc,Technology,Computer Software: Prepackaged Software
7576,TYME,Tyme Technologies Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7577,TYRA,Tyra Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7578,TZOO,Travelzoo,Technology,Advertising
7579,TZPS,TZP Strategies Acquisition Corp,Finance,Business Services
7580,TZPSU,TZP Strategies Acquisition Corp,Finance,Business Services
7581,TZPSW,TZP Strategies Acquisition Corp,Finance,Business Services
7582,U,Unity Software Inc,Technology,Retail: Computer Software & Peripheral Equipment
7583,UA,Under Armour Inc,Consumer Non-Durables,Apparel
7584,UAA,Under Armour Inc,Consumer Non-Durables,Apparel
7585,UAL,United Airlines Holdings Inc,Transportation,Air Freight/Delivery Services
7586,UAMY,United States Antimony Corporation,,
7587,UAN,CVR Partners LP Common Units representing Limited Partner Interests,Basic Industries,Agricultural Chemicals
7588,UAVS,AgEagle Aerial Systems Inc,,
7589,UBA,Urstadt Biddle Properties Inc,Consumer Services,Real Estate Investment Trusts
7590,UBCP,United Bancorp Inc,Finance,Major Banks
7591,UBER,Uber Technologies Inc,Technology,EDP Services
7592,UBFO,United Security Bancshares,Finance,Major Banks
7593,UBOH,United Bancshares Inc,Finance,Major Banks
7594,UBP,Urstadt Biddle Properties Inc,Consumer Services,Real Estate Investment Trusts
7595,UBP^H,Urstadt Biddle Properties Inc,,
7596,UBP^K,Urstadt Biddle Properties Inc,,
7597,UBS,UBS Group AG Registered Ordinary Shares,Finance,Major Banks
7598,UBSI,United Bankshares Inc,Finance,Major Banks
7599,UBX,Unity Biotechnology Inc,Consumer Durables,Specialty Chemicals
7600,UCBI,United Community Banks Inc,Finance,Major Banks
7601,UCBIO,United Community Banks Inc,Finance,Major Banks
7602,UCL,uCloudlink Group Inc,Consumer Services,Telecommunications Equipment
7603,UCTT,Ultra Clean Holdings Inc,Technology,Semiconductors
7604,UDMY,Udemy Inc,,
7605,UDR,UDR Inc,Consumer Services,Real Estate Investment Trusts
7606,UE,Urban Edge Properties Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
7607,UEC,Uranium Energy Corp,Basic Industries,Other Metals and Minerals
7608,UEIC,Universal Electronics Inc,Consumer Non-Durables,Consumer Electronics/Appliances
7609,UEPS,Net 1 UEPS Technologies Inc,Technology,EDP Services
7610,UFAB,Unique Fabricating Inc,Capital Goods,Auto Parts:O.E.M.
7611,UFCS,United Fire Group Inc,Finance,Property-Casualty Insurers
7612,UFI,Unifi Inc,,
7613,UFPI,UFP Industries Inc,Basic Industries,Forest Products
7614,UFPT,UFP Technologies Inc,Capital Goods,Containers/Packaging
7667,UROY,Uranium Royalty Corp,,
7615,UG,United-Guardian Inc,Consumer Non-Durables,Package Goods/Cosmetics
7616,UGI,UGI Corporation,Public Utilities,Natural Gas Distribution
7617,UGIC,UGI Corporation,Public Utilities,Natural Gas Distribution
7618,UGP,Ultrapar Participacoes S,Energy,Oil Refining/Marketing
7619,UGRO,urban-gro Inc,Capital Goods,Industrial Machinery/Components
7620,UHAL,Amerco,Miscellaneous,Rental/Leasing Companies
7621,UHS,Universal Health Services Inc,Health Care,Hospital/Nursing Management
7622,UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts
7623,UI,Ubiquiti Inc,Technology,Radio And Television Broadcasting And Communications Equipment
7624,UIHC,United Insurance Holdings Corp,Finance,Property-Casualty Insurers
7625,UIS,Unisys Corporation,Technology,EDP Services
7626,UK,Ucommune International Ltd Ordinary Shares,Miscellaneous,Business Services
7627,UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,Miscellaneous,Business Services
7628,UL,Unilever PLC,Consumer Non-Durables,Package Goods/Cosmetics
7629,ULBI,Ultralife Corporation,Technology,Electronic Components
7630,ULCC,Frontier Group Holdings Inc,Transportation,Air Freight/Delivery Services
7631,ULH,Universal Logistics Holdings Inc,Transportation,Trucking Freight/Courier Services
7632,ULTA,Ulta Beauty Inc,,
7633,UMBF,UMB Financial Corporation,Finance,Commercial Banks
7634,UMC,United Microelectronics Corporation,Technology,Semiconductors
7635,UMH,UMH Properties Inc,Consumer Services,Real Estate Investment Trusts
7636,UMH^C,UMH Properties Inc,,
7637,UMH^D,UMH Properties Inc,,
7638,UMPQ,Umpqua Holdings Corporation,Finance,Commercial Banks
7639,UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
7640,UNB,Union Bankshares Inc,Finance,Major Banks
7641,UNCY,Unicycive Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7642,UNF,Unifirst Corporation,Miscellaneous,Business Services
7643,UNFI,United Natural Foods Inc,Consumer Non-Durables,Food Distributors
7644,UNH,UnitedHealth Group Incorporated  (DE),Health Care,Medical Specialities
7645,UNIT,Uniti Group Inc,Consumer Services,Real Estate Investment Trusts
7646,UNM,Unum Group,Finance,Accident &Health Insurance
7647,UNMA,Unum Group 6,Finance,Accident &Health Insurance
7648,UNP,Union Pacific Corporation,Transportation,Railroads
7649,UNTY,Unity Bancorp Inc,Finance,Major Banks
7650,UNVR,Univar Solutions Inc,Basic Industries,Specialty Chemicals
7651,UONE,Urban One Inc,Consumer Services,Broadcasting
7652,UONEK,Urban One Inc,Consumer Services,Broadcasting
7653,UP,Wheels Up Experience Inc,Transportation,Aerospace
7654,UPC,Universe Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7655,UPH,UpHealth Inc,Technology,Retail: Computer Software & Peripheral Equipment
7656,UPLD,Upland Software Inc,Technology,EDP Services
7657,UPS,United Parcel Service Inc,Transportation,Air Freight/Delivery Services
7658,UPST,Upstart Holdings Inc,Finance,Finance: Consumer Services
7659,UPTD,TradeUP Acquisition Corp,,
7660,UPTDU,TradeUP Acquisition Corp,,
7661,UPTDW,TradeUP Acquisition Corp,,
7662,UPWK,Upwork Inc,,
7663,URBN,Urban Outfitters Inc,Consumer Services,Clothing/Shoe/Accessory Stores
7664,URG,Ur Energy Inc Common Shares (Canada),,
7665,URGN,UroGen Pharma Ltd,Health Care,Biotechnology: Pharmaceutical Preparations
7666,URI,United Rentals Inc,Technology,Diversified Commercial Services
8073,WRB^H,W,,
7668,USA,Liberty All-Star Equity Fd,Finance,Finance Companies
7669,USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment
7670,USAK,USA Truck Inc,Transportation,Trucking Freight/Courier Services
7671,USAP,Universal Stainless & Alloy Products Inc,Basic Industries,Steel/Iron Ore
7672,USAS,Americas Gold and Silver Corporation,,
7673,USAU,U,Basic Industries,Precious Metals
7674,USB,U,Finance,Major Banks
7675,USB^A,U,,
7676,USB^H,U,,
7677,USB^P,U,,
7678,USB^Q,U,,
7679,USB^R,U,,
7680,USB^S,U,,
7681,USCB,USCB Financial Holdings Inc,Finance,Major Banks
7682,USCT,TKB Critical Technologies 1 Class A Ordinary Shares,,
7683,USCTU,TKB Critical Technologies 1 Unit,,
7684,USCTW,TKB Critical Technologies 1 Warrant,,
7685,USDP,USD Partners LP Common Units representing limited partner interest,Transportation,Railroads
7686,USEG,U,Energy,Oil & Gas Production
7687,USER,UserTesting Inc,Technology,Computer Software: Prepackaged Software
7688,USFD,US Foods Holding Corp,Consumer Non-Durables,Food Distributors
7689,USIO,Usio Inc,Technology,EDP Services
7690,USLM,United States Lime & Minerals Inc,Energy,Other Metals and Minerals
7691,USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
7692,USNA,USANA Health Sciences Inc,,
7693,USPH,U,Health Care,Medical Specialities
7694,USWS,U,Energy,Metal Fabrications
7695,USWSW,U,Energy,Metal Fabrications
7696,USX,U,Transportation,Trucking Freight/Courier Services
7697,UTAA,UTA Acquisition Corporation,,
7698,UTAAU,UTA Acquisition Corporation,,
7699,UTF,Cohen & Steers Infrastructure Fd,Finance,Finance Companies
7700,UTG,Reaves Utility Income Fd,Finance,Investment Managers
7701,UTHR,United Therapeutics Corporation,Health Care,Biotechnology: Pharmaceutical Preparations
7702,UTI,Universal Technical Institute Inc,,
7703,UTL,UNITIL Corporation,Public Utilities,Power Generation
7704,UTMD,Utah Medical Products Inc,Health Care,Medical/Dental Instruments
7705,UTME,UTime Limited Ordinary Shares,Energy,Consumer Electronics/Appliances
7706,UTRS,Minerva Surgical Inc,Technology,Computer Software: Prepackaged Software
7707,UTSI,UTStarcom Holdings Corp,Capital Goods,Telecommunications Equipment
7708,UTZ,Utz Brands Inc Class A,Consumer Non-Durables,Specialty Foods
7709,UUU,Universal Security Instruments Inc,Miscellaneous,Diversified Manufacture
7710,UUUU,Energy Fuels Inc Ordinary Shares (Canada),,
7711,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers
7712,UVSP,Univest Financial Corporation,Finance,Major Banks
7713,UVV,Universal Corporation,Consumer Non-Durables,Tobacco
7714,UWMC,UWM Holdings Corporation,Finance,Finance: Consumer Services
7715,UXIN,Uxin Limited ADS,Miscellaneous,Business Services
7716,UZD,United States Cellular Corporation 6,Public Utilities,Telecommunications Equipment
7717,UZE,United States Cellular Corporation 5,Public Utilities,Telecommunications Equipment
7718,UZF,United States Cellular Corporation 5,Public Utilities,Telecommunications Equipment
7719,V,Visa Inc,Miscellaneous,Business Services
7720,VABK,Virginia National Bankshares Corporation,Finance,Major Banks
7721,VAC,Marriott Vacations Worldwide Corporation,Consumer Services,Hotels/Resorts
7722,VACC,Vaccitech plc,,
7723,VAL,Valaris Limited Common Shares,Energy,Oil & Gas Production
7724,VALE,VALE S,Basic Industries,Steel/Iron Ore
7725,VALN,Valneva SE,,
7726,VALU,Value Line Inc,Technology,Advertising
7727,VAPO,Vapotherm Inc,Health Care,Medical/Dental Instruments
7728,VAQC,Vector Acquisition Corporation,Finance,Business Services
7729,VATE,INNOVATE Corp,Consumer Services,Military/Government/Technical
7730,VAXX,Vaxxinity Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7731,VBF,Invesco Bond Fd,Finance,Trusts Except Educational Religious and Charitable
7732,VBFC,Village Bank and Trust Financial Corp,Finance,Major Banks
7733,VBIV,VBI Vaccines Inc,,
7734,VBLT,Vascular Biogenics Ltd,Health Care,Biotechnology: Pharmaceutical Preparations
7735,VBNK,VersaBank Common Shares,,
7736,VBOC,Viscogliosi Brothers Acquisition Corp,,
7737,VBTX,Veritex Holdings Inc,Finance,Major Banks
7738,VC,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.
7739,VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
7740,VCIF,Vertical Capital Income Fd,Finance,Finance/Investors Services
7741,VCKA,Vickers Vantage Corp,Finance,Business Services
7742,VCKAU,Vickers Vantage Corp,Finance,Business Services
7743,VCKAW,Vickers Vantage Corp,Finance,Business Services
7744,VCNX,Vaccinex Inc,Health Care,Biotechnology: Pharmaceutical Preparations
7745,VCSA,Vacasa Inc,Technology,Computer Software: Prepackaged Software
7746,VCTR,Victory Capital Holdings Inc,Finance,Investment Managers
7747,VCV,Invesco California Value Municipal Income Trust,Finance,Trusts Except Educational Religious and Charitable
